Unnamed: 0,HCP_ID,prescription_sales_ticaprant,prescription_sales_competitor,mNSCLC_patient_count,egfr_patient_count,ticaprant_patient_count,competitor_patient_count,feature_1L_patient_count,feature_2L_patient_count,feature_days_in_1L_avg,feature_days_in_2L_avg
24,HCP_40,107.90207090229505,145.78505858075786,4.440185972393252,1.8344887950213788,1.9452112070167984,0.0,3.4679766909638716,0.27857925490887536,56.75254459953055,23.374619855955764
25,HCP_41,25.243384794173792,105.24285172130158,4.154896957360909,5.930229044587251,1.9165789724781614,1.047481964412118,3.8556726020563494,3.1392096453024707,14.176448601490453,0.0
26,HCP_42,70.04000410137161,0.0,5.129629897309297,5.945650586068956,0.0,2.2078661085933176,1.4213103842462496,2.3402207548222616,112.8560934786785,66.00921324928704
27,HCP_43,47.329415733405895,321.4110948219462,3.5175228616758436,3.6762579822476367,1.58079428326439,2.7745305389841817,1.7907854638656162,0.0,48.42128067737688,45.75964742415058
28,HCP_44,115.87828066476528,0.0,5.409856847126521,4.157143672921581,3.710715488788417,0.0,1.7989665238740218,1.1884955893543547,100.80724109206635,36.00461972180183
29,HCP_45,0.0,393.47420750745306,3.49757646351876,0.0,0.021424041265160152,0.0,1.6184695629440518,0.18102375682929384,24.823311396836868,75.7470085303591
30,HCP_46,104.3474121425685,121.66098571659965,3.6907423535298305,2.9901352157430474,0.0,2.0820557625086336,0.0,1.0705481374997525,67.61829208010548,51.46587923960965
31,HCP_47,147.23333935199022,500.9506718581814,5.172154221243441,2.5290235631512954,2.723619141419442,3.3320065475474676,3.0248711934001835,3.3371276178135467,68.02132010227103,48.65939185039142
32,HCP_48,161.84753124577173,106.53667932421537,2.0,5.189110910390217,1.374619078276376,0.0,1.5065588588324885,1.6960997820423078,135.2599334004351,31.65906950260228
33,HCP_49,133.2950586134239,0.0,4.06365170543171,5.2582754075168125,1.2848085632272914,2.804575425745204,2.0276787764573414,4.112714646336952,10.585622717862273,23.563569521978987
34,HCP_50,78.86380878228908,394.15453847484184,2.498779938874176,4.0586475513768345,0.7366234580391026,0.0,0.0,0.3223079665669964,84.33210799419861,49.082951806726534
35,HCP_51,87.12022238394404,175.57745080432736,2.0,4.585923160044155,2.255330679715631,3.1793978644281995,3.403242662409147,2.0839624522062246,0.0,67.0754895354204
36,HCP_52,60.902061023985986,383.72270608080123,2.1833543981533237,3.1965028030957456,0.0,3.309464513809116,3.7469155254366355,0.0,111.833652350809,70.60689509681742
37,HCP_53,66.53278196041268,0.0,4.18267375680876,0.0,1.3100569498001704,1.929456171943016,0.0,3.361955123630268,52.74245142531833,34.932017613667156
38,HCP_54,143.22829662041957,68.83080743267142,4.250607940842527,2.159204166602581,0.0,5.368134492283831,0.2599177549400984,0.7298861340346959,52.61393653506686,18.315197866061755
39,HCP_03,25.75987214068719,238.9036610600304,3.3046703666281574,0.0,0.0,2.759752929005559,0.0,1.4799093111098094,29.104290140858037,54.648368398447
40,HCP_08,108.1696347705886,40.83672047619691,4.26062802439998,4.531692646616146,1.1780811765009718,3.422608348524303,1.315683009281646,1.8020201336983113,0.0,40.00858122438465
41,HCP_10,64.82263039956177,399.71600592041216,5.392097754340932,4.323960267789188,0.0,1.850496505526464,1.5005251022525226,0.021366280704676388,44.22206253365481,38.480296130623366
42,HCP_13,0.0,0.0,5.9320635843100815,1.327129526377082,3.4317357031278077,2.798626172505525,3.5150257055616123,2.9797056804705826,174.79691526621204,72.93691883463727
43,HCP_18,121.77026127666065,126.85946591483554,2.227503604619375,0.0,0.02309996921121566,0.0,3.5487918847198494,0.15778971341422543,150.73419512795635,129.1255225601634
44,HCP_19,42.353581242050744,226.10561665204165,3.6863466334759587,1.7001782410463586,1.0019205660011388,4.391670738778921,3.3150406223840374,1.4617688660608275,0.0,0.0
45,HCP_23,44.59698343268599,430.00059341428124,3.1169532817448187,3.937163885935749,1.2323335192949474,0.31087793156331683,1.2334546607043901,1.0421410202085957,128.91466981580177,75.51858437536335
46,HCP_24,20.310076791342848,134.44776126385239,4.542114911321184,1.4016065061001974,0.26605421631240755,2.9805972249179957,1.0773791360279796,0.0,39.52042779936735,60.581849930709865
47,HCP_30,4.9727840369289265,0.0,3.9112472138263032,0.9421337018752892,0.3868168174081589,2.8541661637140305,2.4206568629483427,0.9747468025770719,107.81963951968045,38.053467812901225
48,HCP_31,21.355854921040216,113.00130261434978,6.0,2.815434732388414,0.0,1.8242533920583666,1.2192107276936717,2.1822787814533013,114.34794622076132,98.28192369050107
